z_re,z_im,w_re,w_im
-2.694915254237288,-2.4915254237288136,2.0925715878614253,-1.2839329163341553
-2.694915254237288,-2.389830508474576,2.0921550337337123,-1.3029310948407078
-2.694915254237288,-2.288135593220339,2.0921242117815773,-1.3221535366786121
-2.694915254237288,-2.1864406779661016,2.0924970709275357,-1.341588981604294
-2.694915254237288,-2.084745762711864,2.0932914112720864,-1.361224650869794
-2.694915254237288,-1.9830508474576272,2.0945247446838877,-1.3810461974133854
-2.694915254237288,-1.8813559322033897,2.09621414287098,-1.401037669174459
-2.694915254237288,-1.7796610169491525,2.0983760740137756,-1.4211814879989015
-2.694915254237288,-1.6779661016949152,2.101026229510855,-1.4414584465823586
-2.694915254237288,-1.5762711864406778,2.1041793428878286,-1.4618477257895313
-2.694915254237288,-1.4745762711864405,2.1078490034301844,-1.4823269344751804
-2.694915254237288,-1.3728813559322033,2.112047467601106,-1.5028721736072392
-2.694915254237288,-1.271186440677966,2.116785471769031,-1.5234581260495157
-2.694915254237288,-1.1694915254237288,2.122072050168284,-1.544058172802378
-2.694915254237288,-1.0677966101694913,2.127914362319546,-1.5646445358332288
-2.694915254237288,-0.9661016949152543,2.1343175343157648,-1.5851884468716095
-2.694915254237288,-0.8644067796610169,2.1412845184070353,-1.6056603407217382
-2.694915254237288,-0.7627118644067794,2.148815975174365,-1.6260300707915505
-2.694915254237288,-0.6610169491525424,2.1569101822544585,-1.6462671436917247
-2.694915254237288,-0.5593220338983049,2.1655629730634667,-1.6663409689649156
-2.694915254237288,-0.45762711864406747,2.1747677082764754,-1.6862211193101864
-2.694915254237288,-0.35593220338983045,2.1845152819731695,-1.7058775961140054
-2.694915254237288,-0.254237288135593,2.194794163392136,-1.7252810947251616
-2.694915254237288,-0.15254237288135553,-0.27460932639520075,2.761871099399282
-2.694915254237288,-0.05084745762711851,-0.2633117005539293,2.7430574104770065
-2.694915254237288,0.05084745762711895,-0.25153096630367366,2.724577920663357
-2.694915254237288,0.15254237288135597,-0.23928724995923645,2.7064567087748728
-2.694915254237288,0.25423728813559343,-0.22660239999586096,2.6887160308230964
-2.694915254237288,0.3559322033898309,-0.21349976930520598,2.6713761668191696
-2.694915254237288,0.4576271186440679,-0.2000039823676124,2.6544552993653237
-2.694915254237288,0.5593220338983054,-0.18614069272467826,2.637969425391462
-2.694915254237288,0.6610169491525424,-0.17193633616208837,2.6219323013785916
