# re(psi_t) im(psi_t) re(psi_t+dt) im(psi_t+dt)
-0.6598163158941621 0.7514269287694282 -0.6016572524081005 0.7987543744010015
-0.6311805309567257 0.7756359567098382 -0.5712879924936918 0.820749675377656
-0.6016572524081005 0.7987543744010015 -0.5401154529807829 0.8415909323723514
-0.5712879924936902 0.820749675377657 -0.5081834651162331 0.8612488408018082
-0.5401154529807829 0.8415909323723514 -0.47553692799599256 0.8796957599716702
-0.5081834651162331 0.8612488408018082 -0.44222174543315357 0.8969057519416714
-0.47553692799599256 0.8796957599716702 -0.4082847614132845 0.9128546179965884
-0.44222174543315357 0.8969057519416714 -0.37377369422777623 0.9275199326717032
-0.40828476141328285 0.9128546179965892 -0.33873706937788134 0.9408810752849078
-0.37377369422777623 0.9275199326717032 -0.3032241513437061 0.9529192589311485
-0.33873706937788134 0.9408810752849078 -0.2672848743141601 0.9636175568984117
-0.3032241513437061 0.9529192589311485 -0.23096977197523857 0.972960926468122
-0.2672848743141601 0.9636175568984117 -0.1943299064553348 0.9809362300664916
-0.23096977197523685 0.9729609264681224 -0.15741679652756058 0.9875322537370618
-0.1943299064553348 0.9809362300664916 -0.1202823451699422 0.9927397229084867
-0.15741679652756058 0.9875322537370618 -0.08297876658541736 0.9965513154353682
-0.1202823451699422 0.9927397229084867 -0.0455585127842237 0.9989616718938168
-0.08297876658541736 0.9965513154353682 -0.00807419983188332 0.9999674031172591
-0.045558512784221926 0.9989616718938169 0.029421466133444114 0.9995670949618933
-0.00807419983188332 0.9999674031172591 0.06687576301030233 0.9977613102950975
0.029421466133444114 0.9995670949618933 0.10423602686569865 0.9945525882039891
0.06687576301030233 0.9977613102950975 0.14144972598507427 0.9899454404252527
0.10423602686569865 0.9945525882039891 0.1784645347363908 0.9839463450012523
0.14144972598507602 0.9899454404252523 0.21522840714440303 0.9765637371713549
0.1784645347363908 0.9839463450012523 0.2516896500717544 0.9678079975112615
0.21522840714440303 0.9765637371713549 0.28779699590392616 0.9576914373370348
